%
% index = 3195, name = bbob_f015_i02_d10__bbob_f021_i04_d10
% instance = 1, reference value = 9.246911433080510e-01
% function evaluation | indicator value | target hit
1	9.209797227106830e-01	9.332543007969910e-01
4949	8.732022997321934e-01	8.912509381337456e-01
5101	8.732022997321934e-01	8.912509381337456e-01
%
% index = 3196, name = bbob_f015_i03_d10__bbob_f021_i05_d10
% instance = 2, reference value = 8.501336957020200e-01
% function evaluation | indicator value | target hit
1	2.221521864303020e+00	2.238721138568339e+00
249	1.917827164405886e+00	1.949844599758045e+00
641	1.716472421993336e+00	1.737800828749375e+00
703	1.128451403519808e+00	1.148153621496883e+00
1421	1.076085501244749e+00	1.096478196143185e+00
1920	1.012009333670480e+00	1.023292992280754e+00
4455	9.593586368059899e-01	9.772372209558107e-01
5101	9.593586368059899e-01	9.772372209558107e-01
%
% index = 3197, name = bbob_f015_i07_d10__bbob_f021_i08_d10
% instance = 3, reference value = 9.282495103066351e-01
% function evaluation | indicator value | target hit
1	8.458078344595783e-01	8.511380382023764e-01
5101	8.403426963953933e-01	8.511380382023764e-01
%
% index = 3198, name = bbob_f015_i09_d10__bbob_f021_i10_d10
% instance = 4, reference value = 8.790635745208050e-01
% function evaluation | indicator value | target hit
1	8.642693263283967e-01	8.709635899560807e-01
5101	8.585059185732932e-01	8.709635899560807e-01
%
% index = 3199, name = bbob_f015_i11_d10__bbob_f021_i12_d10
% instance = 5, reference value = 8.763061372368960e-01
% function evaluation | indicator value | target hit
1	8.234838656150091e-01	8.317637711026710e-01
4403	7.105780470300231e-01	7.244359600749900e-01
5101	7.105780470300231e-01	7.244359600749900e-01
%
% index = 3200, name = bbob_f015_i13_d10__bbob_f021_i14_d10
% instance = 6, reference value = 9.601461564928490e-01
% function evaluation | indicator value | target hit
1	8.581626338999434e-01	8.709635899560807e-01
3306	8.511246812450294e-01	8.511380382023764e-01
5101	8.493981488050351e-01	8.511380382023764e-01
%
% index = 3201, name = bbob_f015_i15_d10__bbob_f021_i16_d10
% instance = 7, reference value = 9.496186926712810e-01
% function evaluation | indicator value | target hit
1	1.419990488794281e+00	1.445439770745927e+00
5101	1.419990488794281e+00	1.445439770745927e+00
%
% index = 3202, name = bbob_f015_i17_d10__bbob_f021_i18_d10
% instance = 8, reference value = 9.519435129431790e-01
% function evaluation | indicator value | target hit
1	9.092474163076755e-01	9.120108393559098e-01
747	8.905357373892399e-01	8.912509381337456e-01
1217	5.949872129313929e-01	6.025595860743578e-01
1505	5.880150307675609e-01	5.888436553555889e-01
5101	5.808143804526925e-01	5.888436553555889e-01
%
% index = 3203, name = bbob_f015_i19_d10__bbob_f021_i21_d10
% instance = 9, reference value = 9.198465443312730e-01
% function evaluation | indicator value | target hit
1	6.137413503920939e-01	6.165950018614822e-01
911	6.016370634436314e-01	6.025595860743578e-01
2673	5.876241153931533e-01	5.888436553555889e-01
3384	5.729015553750816e-01	5.754399373371569e-01
5101	5.641405941552455e-01	5.754399373371569e-01
%
% index = 3204, name = bbob_f015_i21_d10__bbob_f021_i22_d10
% instance = 10, reference value = 9.711012075630380e-01
% function evaluation | indicator value | target hit
1	8.841315474536868e-01	8.912509381337456e-01
1334	8.556510606153548e-01	8.709635899560807e-01
2567	8.212685358941865e-01	8.317637711026710e-01
3209	7.380985977978658e-01	7.413102413009175e-01
5101	7.319569239598613e-01	7.413102413009175e-01
%
% index = 3205, name = bbob_f015_i23_d10__bbob_f021_i24_d10
% instance = 11, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.061313688897500e+00	1.071519305237606e+00
2958	1.021504636822500e+00	1.023292992280754e+00
4165	9.908762095164467e-01	1.000000000000000e+00
5101	9.908762095164467e-01	1.000000000000000e+00
%
% index = 3206, name = bbob_f015_i25_d10__bbob_f021_i26_d10
% instance = 12, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	9.750390987161214e-01	9.772372209558107e-01
3728	8.939809906469574e-01	9.120108393559098e-01
5101	8.939809906469574e-01	9.120108393559098e-01
%
% index = 3207, name = bbob_f015_i27_d10__bbob_f021_i28_d10
% instance = 13, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	9.033312599757291e-01	9.120108393559098e-01
51	8.905759715575572e-01	8.912509381337456e-01
2006	8.626030488674956e-01	8.709635899560807e-01
4985	8.454546471713534e-01	8.511380382023764e-01
5101	8.454546471713534e-01	8.511380382023764e-01
%
% index = 3208, name = bbob_f015_i29_d10__bbob_f021_i30_d10
% instance = 14, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.178401022286500e+00	1.202264434617413e+00
2553	1.164263771276500e+00	1.174897554939530e+00
2909	1.054713545213000e+00	1.071519305237606e+00
3262	1.002727746081500e+00	1.023292992280754e+00
5101	1.002727746081500e+00	1.023292992280754e+00
%
% index = 3209, name = bbob_f015_i31_d10__bbob_f021_i34_d10
% instance = 15, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.109848084123000e+00	1.122018454301963e+00
2391	1.058938277767500e+00	1.071519305237606e+00
3341	1.034537623386000e+00	1.047128548050900e+00
4517	1.001925506144000e+00	1.023292992280754e+00
4712	9.712848636215540e-01	9.772372209558107e-01
5101	9.712848636215540e-01	9.772372209558107e-01
